year,period_id,entity_id,scope,layer,theory_family_id,raw_score,normalized_score,confidence_label,derivation_status
2026,2022_2026,global_system,global,synthesis,liberalism,53.8,11.5166,high,derived_constant
2022,2022_2026,global_system,global,synthesis,marxism_dependency_structuralism,56.2,12.0304,high,derived_constant
2023,2022_2026,global_system,global,synthesis,marxism_dependency_structuralism,56.2,12.0304,high,derived_constant
2024,2022_2026,global_system,global,synthesis,marxism_dependency_structuralism,56.2,12.0304,high,derived_constant
2025,2022_2026,global_system,global,synthesis,marxism_dependency_structuralism,56.2,12.0304,high,derived_constant
2026,2022_2026,global_system,global,synthesis,marxism_dependency_structuralism,56.2,12.0304,high,derived_constant
2022,2022_2026,global_system,global,synthesis,constructivism,61.85,13.2399,high,derived_constant
2023,2022_2026,global_system,global,synthesis,constructivism,61.85,13.2399,high,derived_constant
2024,2022_2026,global_system,global,synthesis,constructivism,61.85,13.2399,high,derived_constant
2025,2022_2026,global_system,global,synthesis,constructivism,61.85,13.2399,high,derived_constant
2026,2022_2026,global_system,global,synthesis,constructivism,61.85,13.2399,high,derived_constant
2022,2022_2026,global_system,global,synthesis,english_school,50.35,10.7781,high,derived_constant
2023,2022_2026,global_system,global,synthesis,english_school,50.35,10.7781,high,derived_constant
2024,2022_2026,global_system,global,synthesis,english_school,50.35,10.7781,high,derived_constant
2025,2022_2026,global_system,global,synthesis,english_school,50.35,10.7781,high,derived_constant
2026,2022_2026,global_system,global,synthesis,english_school,50.35,10.7781,high,derived_constant
2022,2022_2026,global_system,global,synthesis,critical_postcolonial_feminist,70.75,15.145,high,derived_constant
2023,2022_2026,global_system,global,synthesis,critical_postcolonial_feminist,70.75,15.145,high,derived_constant
2024,2022_2026,global_system,global,synthesis,critical_postcolonial_feminist,70.75,15.145,high,derived_constant
2025,2022_2026,global_system,global,synthesis,critical_postcolonial_feminist,70.75,15.145,high,derived_constant
2026,2022_2026,global_system,global,synthesis,critical_postcolonial_feminist,70.75,15.145,high,derived_constant
2022,2022_2026,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,84.75,18.1419,very_high,derived_constant
2023,2022_2026,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,84.75,18.1419,very_high,derived_constant
2024,2022_2026,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,84.75,18.1419,very_high,derived_constant
2025,2022_2026,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,84.75,18.1419,very_high,derived_constant
2026,2022_2026,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,84.75,18.1419,very_high,derived_constant
